epoch,markPrice,apr,net_apr,unrealizedPnl,volume,depth,slippage,position,openNotional
01 23:59,114.34465369499613,57.531843696816644,57.531843696816644,15.762148958031958,23068544.69633406,26281.906983295863,0.17225889786613546,-1.3277865269081133,168.07107340390485
02 23:59,113.10558098189257,64.45906903086482,60.99545636384073,17.660018912565704,20856732.236011483,27172.88175266061,0.1697845726446358,-0.12021374831384435,47.006872144237605
03 23:59,108.0892171603099,53.86019307311878,58.61703526693342,14.756217280306515,19996948.682732232,26650.06033934998,0.17257861757773904,1.017499448047694,61.565898175559596
04 23:59,103.29300156572069,26.558527735048827,50.60240838396226,7.276308968506527,18895558.14737962,24552.133673041397,0.18568232519615602,2.2350521669609265,174.64190853104355
05 23:59,97.35786836110327,-1.1790415633799596,40.24611839449383,-0.3230250858575232,20319363.549085323,22643.925255342907,0.20946569251765507,2.744029123227925,212.2831056995674
06 23:59,95.14351369852855,17.666045555373753,36.482772921307145,4.840012480924315,20377666.700053945,19363.90199182417,0.22358245093318757,4.270959992028942,345.5520918870525
07 23:59,86.71461636575589,-105.89029580555525,16.143763103183943,-29.011039946727465,21089025.52255073,16723.177543687023,0.2521414852544549,5.877730383381646,478.86646920421754
08 23:59,83.84603381275309,-41.99046015742796,8.876985195607457,-11.504235659569304,17678211.227660816,17473.05591570626,0.2429310010929629,7.674119640794608,622.4800406112072
09 23:59,89.29122985952608,174.09160984808412,27.234165712549306,47.696331465228525,19072694.0294664,17625.45595343303,0.2351608512238902,5.318853725519837,407.7887157789237
10 23:59,84.43501080102625,-61.76663748273239,18.334085393021137,-16.922366433625314,20878157.595117845,18364.870881576535,0.23202507773520128,6.7060654298554,516.3147541434037
11 23:59,89.61128724987653,182.9874892067703,33.30257664881651,50.13355868678639,21835834.36469103,22708.34792404375,0.18428880307616302,5.21905432233023,367.7508890995132
12 23:59,95.95944290471647,167.3222782830005,44.47088511833185,45.841720077534376,20387845.12926335,22149.239200498585,0.18989328004861056,3.492524647149992,189.62274821568008
13 23:59,89.72057301614592,-77.7249781884493,35.07120332550253,-21.29451457217789,17775642.071727645,22357.833714069446,0.19444033906846273,6.366747459010732,444.4407854508463
14 23:59,90.40575810854837,80.56097522458845,38.3204727468658,22.071500061531083,19878251.305097096,24549.602449243925,0.1684993636289937,5.2290342626491935,326.17726185281754
15 23:59,93.06520804331346,88.17624039398619,41.64419059000716,24.15787408054416,15160289.280154962,26199.238280947542,0.14813960710698146,5.538412412536978,342.8996177654826
16 23:59,92.31566710881857,38.988616947544095,41.47821723735323,10.681812862340848,17316788.565315068,26606.680227967114,0.14578802453395234,5.738011218916192,346.8811318847538
17 23:59,86.70734067589876,-75.40238564238084,34.6028876561924,-20.658187847227623,17053112.143890355,23553.107685259154,0.17168045547462701,6.765945071769167,425.40691958800016
18 23:59,86.04305206493629,28.797919862319123,34.28038944542166,7.889841058169623,17390791.983197227,23947.01944729087,0.1660496489897545,7.674119640794608,490.20501829262685
19 23:59,82.61744008278976,-67.45452713928054,28.92592015148996,-18.480692366926178,15544214.427538674,21995.101085146987,0.18696156040268042,9.031391524173287,592.8206460906295
20 23:59,79.23854211870261,-92.26155691921008,22.866546297954965,-25.27713888197536,13193356.247479863,21969.12499474207,0.19468289954709775,10.258924183405476,683.5381997496506
21 23:59,66.04920215302236,-551.0787587709877,-4.4641825148518315,-150.98048185506514,19592911.84700025,14839.71933506918,0.2711518688294227,15.628132075006434,1053.4605620022908
22 23:59,59.797561034122324,-325.8088106972366,-19.070756523142045,-89.2626878622566,20401442.14266259,10664.776489410471,0.3260090790400825,17.44448121305731,1159.1380958651594
23 23:59,64.79914710734971,349.55673301717985,-3.0434743692150095,95.76896794991228,19411338.980689984,12855.334378738688,0.27799042825516784,14.909576372041244,988.5587402406345
24 23:59,63.04532491020315,-72.92364233990808,-5.955148034660555,-19.979080093125503,19155962.48159357,11780.35102524938,0.29033486026662125,15.967450045851102,1046.7968989217293
25 23:59,68.0198240807836,318.77095845549616,7.033896224945713,87.33450916588936,17440633.115602735,14337.940868856436,0.25150878254826203,13.682043712809055,883.9530068432341
26 23:59,65.81643531936116,-102.67474816838876,2.814332979048234,-28.130067991339388,17856873.885517567,14554.552416376186,0.26456992459509965,15.987409926489022,1029.3958949937778
27 23:59,64.69710405764077,-18.1778430929787,2.0368449763805696,-4.980230984377727,16207957.080012176,13228.679958586941,0.2679364316510195,15.238914402566962,973.4507505846232
28 23:59,67.0113306200192,152.94769346842958,7.4265181368108895,41.90347766258344,14922898.650493225,15175.527471816646,0.24235121181387867,14.480438938325925,913.7929817094164
29 23:59,71.88510904291591,279.1692490704351,16.79695713452207,76.48472577272196,14305426.547069121,18203.622788104134,0.20793658173446974,12.534350576128553,767.7603074281878
30 23:59,67.96965284017436,-167.65779112208665,10.648465525968447,-45.93364140331141,15041126.63916763,20184.27804315371,0.19010477897780978,15.179034760653188,942.1587436585978
31 23:59,69.89420277942497,138.09159289516035,14.75953415078109,37.83331312196174,15253809.425975302,17542.028766768555,0.21480879999761635,14.161080848119177,863.4847893643437
