epoch,markPrice,apr,net_apr,unrealizedPnl,volume,depth,slippage,position,openNotional
01 23:59,114.34729964081991,52.82732418414588,52.82732418414588,14.47323950250572,43527410.613170534,52196.82326606244,0.17189514923890453,-1.3341079288184545,167.5078336972565
02 23:59,113.10311482001069,59.731672111294365,56.279498147720126,16.364841674327224,39016590.98976144,53958.489627416435,0.1695351003890144,-0.1303237509584676,45.564807964035936
03 23:59,108.10103563042755,49.5019016418611,54.020299312433785,13.562164833386603,37422558.903767385,52955.78685991973,0.17229735859964268,0.993541145383837,62.776831989927814
04 23:59,103.28868712454248,22.376749074587135,46.10941175297212,6.130616184818393,35324152.469104275,48746.71947056749,0.18490025045441763,2.2123101885283845,177.22235790341983
05 23:59,97.3528898719804,-5.267557492776148,35.83401790382247,-1.4431664363770267,38013607.89800826,44943.96151771555,0.20903322876408753,2.716800653108713,215.66276634962378
06 23:59,95.1412886760383,13.954850451109877,32.18748999503703,3.823246698934213,38437015.49802949,38423.88935535955,0.22317472855909162,4.2352670019445355,349.22770515015236
07 23:59,86.71166274430499,-108.5075077150799,12.088204607877474,-29.72808430550134,40040600.13472615,33146.01662364855,0.25161301183362483,5.838647587392892,483.24308606890827
08 23:59,83.84631798348451,-44.723998144664286,4.986679263809754,-12.253150176620352,33320473.999271866,34612.850167389115,0.24221407457571398,7.616851601161166,626.3021405560512
09 23:59,89.28968512843406,168.7035685206966,23.17744473679718,46.22015575909495,36061349.37601468,34929.926282127,0.23453398878932125,5.304187392243442,416.42769278960077
10 23:59,84.43114714354513,-64.43647476489825,14.416052786627635,-17.65382870271185,39558624.04159498,36358.82880590809,0.23139653277766806,6.647830312759353,522.1197378988536
11 23:59,89.60877314074223,178.05140082587394,29.29199351746821,48.78120570571889,41548659.820795566,45062.12317061695,0.1842080585999768,5.154338739397801,374.0388473279818
12 23:59,95.96134853408645,161.34935617027892,40.29677373853577,44.20530306035039,38278036.40726552,43940.08565530586,0.18961162484934715,3.4210893214832225,196.50371016496956
13 23:59,89.71135271887617,-79.81825989392932,31.057155766807682,-21.868016409295706,33280912.79483441,44407.24499651157,0.19374370727937615,6.288193545929822,451.7165378563868
14 23:59,90.40628614508624,76.53576631638356,34.30562794892025,20.96870310037906,37583981.40650362,48699.898077739526,0.16812163993371076,5.144348829208084,333.94043499092095
15 23:59,93.05235295726845,83.07522498818051,37.55693441820427,22.76033561320014,28059192.29867831,51985.8235792797,0.14739401750458134,5.454036045089083,351.81399088996204
16 23:59,92.31846004945929,35.71497643971371,37.441812044548605,9.784925051976359,32483140.86128962,52809.92097811749,0.14489966081973962,5.6388493835987035,355.48562000911807
17 23:59,86.70636216200597,-77.32368124834669,30.69090067437829,-21.18457020502649,31988860.483406574,46685.015559610816,0.17118206172513856,6.667810133138779,435.1138646974596
18 23:59,86.04332916218608,25.478673825729878,30.40133251612005,6.980458582391748,32645669.463439442,47482.868074600054,0.16568352051805024,7.5619070951177605,499.7290400170132
19 23:59,82.61737497539686,-69.2116346074099,25.158544772776366,-18.96209167326299,29078742.93848399,43589.998395013026,0.18664708063651986,8.91054497072853,602.5928098064296
20 23:59,79.23758110697392,-94.2193802950586,19.189648519384615,-25.813528847961265,24281137.11821165,43544.4150127342,0.19393211252709558,10.129314013873078,693.6170202067442
21 23:59,66.03989458875344,-547.7888064338308,-7.809325526006594,-150.0791250503646,37392119.77472237,29385.541578693686,0.27069014875500946,15.483905875557312,1063.3318381127015
22 23:59,59.796546136056314,-325.03972683615115,-22.228889221922255,-89.05197995510991,39276121.86965037,21075.625528874516,0.325605424131557,17.287084664799856,1168.894980923977
23 23:59,64.80365628284498,344.503687789696,-6.2839945692432035,94.38457199717698,37258637.02492455,25450.68415286028,0.2776560760089254,14.749647476613667,998.9086969093978
24 23:59,63.051894789702786,-74.68315680899781,-9.133959662566314,-20.46113885178022,36710980.96840163,23311.13628824048,0.29016267713493754,15.793593091438296,1057.0075580246348
25 23:59,68.02761951387807,312.9431424944744,3.749124423715314,85.7378472587601,33231792.48053766,28396.88251080815,0.25070884567522145,13.5108986130897,895.0806421558655
26 23:59,65.817130722462,-104.40281841371335,-0.4105656854165567,-28.603511894168037,33974263.05942892,28813.059492175245,0.26464187365919256,15.808577956722857,1040.8169080315265
27 23:59,64.69434741450664,-20.222842417260008,-1.1443537125218697,-5.540504771852056,30929902.39504657,26178.136867528516,0.26742791359817947,15.059334692494659,985.5335161497319
28 23:59,67.00602921601674,147.93684050316458,4.179974652324074,40.53064123374372,28224302.97046074,30045.07006515562,0.2417288131187337,14.305096473171595,926.9209293326517
29 23:59,71.88409622646884,273.1312761328919,13.454157461998829,74.83048661175121,26932661.065180775,36075.79669450502,0.2075267650292005,12.35206903108341,781.2477496783558
30 23:59,67.97035486764638,-167.6234606634255,7.418236857818018,-45.924235798198765,28324658.720928185,39957.49466732061,0.18935269256276577,14.979415410976976,955.2995074950377
31 23:59,69.89301100772836,133.28533688416712,11.478465890926053,36.51653065319647,28863869.019080658,34719.764468548456,0.21431491329943878,13.965439526721482,877.6956808373243
