epoch,markPrice,apr,net_apr,unrealizedPnl,volume,depth,slippage,position,openNotional
01 23:59,114.33673141572167,10.303249006641087,10.303249006641087,2.8228079470249554,8823694.832015054,23176.38509090551,0.1964846547308628,-1.3976461091408439,163.1884743022474
02 23:59,113.08230129187774,22.824100924454736,16.563674965547914,6.253178335467052,7615531.138333533,23839.541023557285,0.19494575492589847,-0.20005327086553137,31.673307412839677
03 23:59,108.12668232014875,18.302589676212772,17.1433132024362,5.014408130469253,7872258.3519081315,23681.968136698204,0.1944130242096532,0.8578204029443199,78.4565672521685
04 23:59,103.34065031058141,-10.14168211266022,10.322064373662093,-2.7785430445644437,6604941.733917748,20404.624000239703,0.21926580053086842,2.0354533605817053,198.1879331508644
05 23:59,97.36100558624392,-35.9168202925775,1.0742874404141753,-9.840224737692466,7716523.519712704,20620.653294634394,0.2316308960389463,3.3927252439603848,328.0628001150699
06 23:59,95.11878836067703,-16.410789548055284,-1.839892057664068,-4.496106725494599,6925082.6308244215,15499.884879287423,0.2642970989428485,3.9615818421411575,379.01719844318905
07 23:59,86.68441787395119,-152.8679813422758,-23.415333384037172,-41.88163872391118,3459997.96429,5937.237242701151,0.4433306922245719,6.396687279967615,596.312872540886
08 23:59,83.84009840790071,-59.83414380703506,-27.967684686911912,-16.392916111516456,3069181.891532727,5994.203796938098,0.4394718297918583,7.294881908674093,669.4929796821716
09 23:59,89.31024902781398,145.70157672636978,-8.671100085436164,39.918240199005425,4042939.2083644844,8858.372604813612,0.38036695108181123,4.490518679046083,423.88849866415785
10 23:59,84.42091482911609,-103.48446730497284,-18.152436807389833,-28.35190885067749,4835536.581380207,11127.22709658059,0.3272833841461861,7.085303161975915,646.2942944134065
11 23:59,89.61935259935801,126.10481954401895,-5.038140775443577,34.54926562849835,4350568.7034400385,11467.851175395186,0.31210550617678057,4.470558798408156,416.6853495016494
12 23:59,95.99164940623659,109.20096021811952,4.481784307353348,29.91807129263549,5759275.086003648,15798.960320924043,0.27604358848933264,2.783948884503772,253.17696741825512
13 23:59,89.75167707366583,-105.69283073034221,-3.9931860801616943,-28.95693992612115,4794421.34585774,15692.057323898023,0.27739760157771504,5.598292054450745,513.9191548712233
14 23:59,90.39046919828365,35.88504345424512,-1.1447411134183498,9.831518754587705,3244605.0520959357,9079.941741494173,0.36928621636498365,4.360779454899593,399.0730977383855
15 23:59,93.05664709282973,47.914541784491,2.1258777464422733,13.127271721778357,5332384.544848338,22230.743734194682,0.18499764916687317,4.650197724149457,422.8756807402069
16 23:59,92.32396449862992,2.204324992252819,2.130780699305433,0.6039246554117312,5832061.357609982,23786.44471182474,0.1745296726539308,4.839816590209715,436.4712635670612
17 23:59,86.70596201012978,-91.34955299643974,-3.3680624592678123,-25.027274793545132,6541481.212123033,19546.993942425168,0.2077226958456436,6.227028294545271,555.0731754410881
18 23:59,86.0404824489003,1.1122544206959362,-3.1191559659364927,0.3047272385468318,6032625.813852874,21187.56566963545,0.19213034324213818,5.738011218916192,509.47805933854397
19 23:59,82.58918058629902,-88.96977037772838,-7.637609356030803,-24.375279555542022,5724044.642443807,18608.114368814528,0.22036384978747528,7.893678327811742,689.0337789147134
20 23:59,79.26622840961556,-104.19916283093481,-12.465687029776003,-28.547715844091726,4113089.6046422925,18025.34557960703,0.2406036694891643,8.901652300026797,770.015368001039
21 23:59,66.02036961912314,-529.4948452424829,-37.086123135143,-145.06708088835148,3537826.5575826913,5132.697718614309,0.43467867592611686,13.951502101421,1130.1385413588273
22 23:59,59.81086667604497,-333.35375411303335,-50.55283363413802,-91.3297956474064,4144167.701145254,4780.9848381301335,0.36246187513020256,16.985403958385113,1315.7478392632574
23 23:59,64.80662168192958,294.8727581022979,-35.534329645597325,80.78705701432818,2988046.0902776956,4674.011646578294,0.4314828628499371,14.769857207575797,1175.519247360924
24 23:59,63.06097956063939,-74.88687310466868,-37.17401895639197,-20.516951535525664,3408517.679520959,4684.319271538014,0.4327971103686284,15.65807189596331,1227.9727148529805
25 23:59,68.04237524716653,283.1425526134581,-24.361356093597962,77.57330208587894,5822461.1183949625,11593.13578100971,0.3093797151242014,12.155112844008038,994.9019139548768
26 23:59,65.80721953800519,-127.65005160170006,-28.333998228524965,-34.9726168771781,6748287.209617246,12819.963007639904,0.29684405841173167,14.380639535136318,1142.6704698873295
27 23:59,64.7201054596787,-15.367106711507518,-27.853742987153947,-4.210166222330827,3367574.1808377765,5962.975196314325,0.41691175733595587,13.532344608024644,1084.4200047990757
28 23:59,67.00321597549615,120.96114484005962,-22.538925564753466,33.14003968220811,3635684.603919834,7662.897900435517,0.3593344818734579,12.534350576128553,1015.7226016202872
29 23:59,71.86034902387443,215.61048253791665,-14.326877009488976,59.071365078881286,2292824.9064485906,4887.976523038978,0.4737757502717105,10.618202034888064,879.807375930518
30 23:59,67.97552262598614,-170.95100568254165,-19.54768129859073,-46.835891967819634,3345514.3114121426,9123.095952999083,0.37609556317242165,13.282846100050627,1062.0769135581718
31 23:59,69.88860033967879,103.92406096151575,-15.564721870845359,28.47234546890843,3275469.683843968,7261.4866994098575,0.39390569260072056,11.356717618491167,928.7784710880965
